t,GFP,RFP
1,827.67,0.0
2,1531.0,0.0
3,1641.3,0.0
4,2155.0,0.0
5,4181.0,0.0
6,7161.8,0.0
7,9030.6,0.0
8,14865.2,0.0
10,26099.0,0.0
12,41352.2,0.0
14,46713.66086956522,0.0
16,48042.28571428572,0.0
18,47941.828571428574,0.0
20,48222.22105263158,0.0
29,12235.785714285714,0.0
