t,GFP,RFP
1,203.67,477.0
2,272.0,353.0
3,244.3,428.3
4,228.0,357.3
5,488.0,368.0
6,1008.8,1010.2
7,1097.6,979.6
8,2486.2,1245.8
10,7249.0,3198.2
12,19032.2,7166.0
14,23523.4,10896.8
16,25602.0,10465.2
18,24714.4,12744.6
20,28750.8,16342.0
29,27046.0,13910.6
