t,GFP,RFP
1,123.66999999999999,755.0
2,147.0,877.0
3,178.3,1112.3
4,224.0,1542.3
5,356.0,2164.0
6,480.8,3186.2
7,670.6,4320.6
8,1182.2,7766.8
10,2351.0,14951.2
12,3654.2,20912.0
14,4628.4,30097.8
16,5677.0,27928.2
18,6333.4,30820.6
20,7143.8,37216.0
29,5361.0,25439.6
