t,GFP,RFP
1,575.67,301.0
2,878.0,327.0
3,926.3,414.3
4,851.0,428.3
5,1482.0,420.0
6,1854.8,705.2
7,2460.6,817.6
8,5258.2,1933.8
10,11873.0,4204.2
12,14762.2,8957.0
14,14194.4,12641.8
16,12965.0,11114.2
18,13312.4,15853.6
20,14307.8,21138.0
29,7559.0,17024.6
