t,GFP,RFP
1,1.0,0.0
2,1.849771044015127,0.0
3,1.98303671753235,0.0
4,2.6036947092440226,0.0
5,5.051530199233994,0.0
6,8.652965553904334,0.0
7,10.91087027438472,0.0
8,17.96029818647529,0.0
10,31.533098940398954,0.0
12,49.96218299563836,0.0
14,56.4399590048754,0.0
16,58.04521815975657,0.0
18,57.92384473453016,0.0
20,58.262618015189126,0.0
29,14.783410917739817,0.0
