t,GFP,RFP
1,188.67,795.0
2,210.0,1027.0
3,225.3,1406.3
4,228.0,1845.3
5,284.0,1835.0
6,472.8,3595.2
7,724.6,4828.6
8,1399.2,8546.8
10,2608.0,14962.2
12,4098.2,21714.0
14,5038.4,29855.8
16,6199.0,27367.2
18,6636.4,31473.6
20,7385.8,36969.0
29,5302.0,26415.6
