t,GFP,RFP
1,0.0,1059.0
2,0.0,1269.0
3,0.0,1397.3
4,0.0,1947.3
5,0.0,2174.0
6,0.0,3590.2
7,0.0,4683.6
8,0.0,8136.8
10,0.0,15289.2
12,0.0,25075.0
14,0.0,35525.8
16,0.0,32768.2
18,0.0,37048.6
20,0.0,43257.47368421053
29,0.0,14739.0
