t,GFP,RFP
1,921.67,0.0
2,1271.0,0.0
3,1489.3,0.0
4,1740.0,0.0
5,2995.0,0.0
6,4983.8,0.0
7,6109.6,0.0
8,11786.2,0.0
10,23891.0,0.0
12,33821.2,0.0
14,33919.4,0.0
16,30911.0,0.0
18,28929.4,0.0
20,34580.752380952385,0.0
29,18324.136363636364,0.0
