t,GFP,RFP
1,57.66999999999999,989.0
2,62.0,1349.0
3,79.30000000000001,1632.3
4,85.0,2166.3
5,144.0,2775.0
6,201.8,4125.2
7,205.6,5588.6
8,361.2,9445.8
10,545.0,16810.2
12,885.2,25683.0
14,838.4,34605.8
16,923.0,32201.2
18,947.4,37182.91818181818
20,936.8,40850.166666666664
29,1130.0,29443.947826086955
