t,GFP,RFP
1,0.0,1108.0
2,0.0,1314.0
3,0.0,1474.3
4,0.0,2035.3
5,0.0,2207.0
6,0.0,3612.2
7,0.0,3326.6
8,0.0,6110.8
10,0.0,12187.2
12,0.0,22982.0
14,0.0,31946.8
16,0.0,31011.2
18,0.0,36598.6
20,0.0,43193.10526315789
29,0.0,25831.399999999998
