t,GFP,RFP
1,663.67,133.0
2,910.0,140.0
3,1075.3,231.3
4,971.0,47.30000000000001
5,1287.0,23.0
6,1906.8,93.19999999999999
7,2298.6,139.60000000000002
8,4944.2,140.79999999999995
10,10831.0,511.2
12,22281.2,1178.0
14,25698.4,1812.8
16,26498.0,2103.2
18,29218.4,3603.6
20,32294.8,5319.0
29,8736.0,3520.6
