t,GFP,RFP
1,0.0,1.0
2,0.0,0.8078125
3,0.0,0.66609375
4,0.0,0.46609375000000003
5,0.0,0.6234375
6,0.0,1.4784375
7,0.0,1.4993750000000001
8,0.0,2.191875
10,0.0,5.0284375
12,0.0,12.196875
14,0.0,22.7340625
16,0.0,24.134687500000002
18,0.0,39.05847826086956
20,0.0,52.26331845238095
29,0.0,44.614999999999995
