t,GFP,RFP
1,1.0,1.0
2,0.8044243338360987,0.8221225710014948
3,1.0943522708228595,0.8405082212257099
4,1.0893246187363836,0.7508221225710016
5,2.379755320931792,0.9267563527653214
6,3.599798893916542,1.456203288490284
7,4.652254064018771,1.4403587443946189
8,8.298977710742419,2.1701046337817638
10,17.680576504105918,4.780568011958146
12,69.18384447796214,11.76083707025411
14,129.70336852689795,22.917488789237666
16,178.58220211161392,23.44424514200299
18,254.07072230601648,33.456736205888085
20,276.366683425507,42.768666809025554
29,212.78699513993635,34.61375186846038
