t,GFP,RFP
1,365.66999999999996,419.0
2,536.0,370.0
3,517.3,401.3
4,506.0,350.3
5,877.0,312.0
6,955.8,317.2
7,1521.6,435.6
8,3875.2,759.8
10,9055.0,1463.2
12,20120.2,2599.0
14,24909.4,3022.8
16,28060.0,2453.2
18,27147.4,2938.6
20,30518.8,3976.0
29,29276.0,4306.6
