t,GFP,RFP
1,1.0,0.0
2,1.1971395500023785,0.0
3,1.2055433110818654,0.0
4,1.4460811517909526,0.0
5,1.7663754419902644,0.0
6,2.506540663104318,0.0
7,3.11509981448301,0.0
8,5.700604119428545,0.0
10,12.599299158038278,0.0
12,24.667734314300667,0.0
14,32.37097055512392,0.0
16,39.83224190146987,0.0
18,44.3994482058763,0.0
20,48.91274359015016,0.0
29,47.05471958393455,0.0
