t,GFP,RFP
1,578.67,238.0
2,826.0,117.0
3,968.3,201.3
4,814.0,143.3
5,1854.0,136.0
6,4511.8,354.2
7,5035.6,337.6
8,9693.2,353.79999999999995
10,16654.0,503.2
12,27055.2,697.0
14,29789.4,585.8
16,33254.0,597.2
18,33370.4,653.6
20,37669.70909090909,814.0
29,38473.0,591.6
