t,GFP,RFP
1,475.66999999999996,15.0
2,586.0,0.0
3,692.3,148.3
4,681.0,0.0
5,578.0,32.0
6,687.8,134.2
7,891.6,189.60000000000002
8,1878.2,144.79999999999995
10,5098.0,636.2
12,12058.2,1453.0
14,16112.4,2496.8
16,21157.0,2624.2
18,23467.4,3062.6
20,27614.8,3947.0
29,20658.0,3253.6
