t,GFP,RFP
1,414.66999999999996,278.0
2,550.0,315.0
3,616.3,434.3
4,686.0,510.3
5,851.0,520.0
6,1288.8,879.2
7,1611.6,1248.6
8,3146.2,2423.8
10,6848.0,5048.2
12,11414.2,8452.0
14,14355.4,10773.8
16,17665.0,9876.2
18,18822.4,10819.6
20,21718.8,13180.0
29,31193.91304347826,16460.554545454543
