t,GFP,RFP
1,0.0,1.0
2,0.0,1.1859205776173285
3,0.0,1.3305956678700361
4,0.0,1.836913357400722
5,0.0,1.9918772563176896
6,0.0,3.260108303249097
7,0.0,3.002346570397112
8,0.0,5.515162454873646
10,0.0,10.99927797833935
12,0.0,20.74187725631769
14,0.0,28.832851985559564
16,0.0,27.988447653429603
18,0.0,33.0312274368231
20,0.0,38.98294698840965
29,0.0,23.31353790613718
