t,GFP,RFP
1,282.66999999999996,804.0
2,351.0,936.0
3,462.3,1252.3
4,267.0,1303.3
5,442.0,1324.0
6,676.8,1899.2
7,816.6,2059.6
8,1564.2,3512.8
10,3552.0,8969.2
12,5830.2,17115.0
14,6177.4,25597.8
16,6437.0,25936.2
18,5680.4,30016.6
20,5682.8,36446.72727272727
29,5890.0,22602.292307692307
