t,GFP,RFP
1,467.66999999999996,635.0
2,639.0,742.0
3,705.3,855.3
4,897.0,1161.3
5,1423.0,1714.0
6,1975.8,2641.2
7,2837.6,3737.6
8,4551.2,6292.8
10,7221.0,10406.2
12,7139.2,16807.0
14,6974.4,22849.8
16,6796.0,22111.2
18,6219.4,27103.6
20,6495.8,33728.0
29,4258.0,11710.933333333334
