t,GFP,RFP
1,680.67,74.0
2,882.0,22.0
3,1131.3,165.3
4,1452.0,22.30000000000001
5,2044.0,90.0
6,3615.8,108.19999999999999
7,3453.6,102.60000000000002
8,6657.2,365.79999999999995
10,17531.0,662.2
12,26416.2,1655.0
14,26761.4,3060.8
16,25526.0,3038.2
18,26521.4,5393.6
20,27993.8,8225.0
29,13319.347826086956,6018.6
