t,GFP,RFP
1,491.66999999999996,162.0
2,788.0,205.0
3,836.3,158.3
4,999.0,194.3
5,2269.0,276.0
6,5298.8,606.2
7,5004.6,454.6
8,10631.2,807.8
10,21302.0,1202.2
12,36314.2,1795.0
14,34069.4,1971.8
16,33956.0,1606.2
18,32964.08181818182,2255.6
20,32253.8,2246.0
29,32765.0,1805.6
