t,GFP,RFP
1,1.0,1.0
2,1.4777360371748536,0.6274509803921569
3,1.5939964747983693,0.0
4,1.6059251873876121,0.23823529411764718
5,3.026688268912351,0.7254901960784313
6,7.3171079103388115,1.0901960784313725
7,8.158883330069258,1.9764705882352944
8,16.451297024943475,3.3117647058823523
10,40.406288389979885,6.521568627450981
12,58.60060177684405,10.068627450980392
14,65.33800986344295,10.449019607843137
16,65.33195648690513,9.286274509803922
18,61.764737301262315,7.349019607843138
20,68.17069874416715,8.882352941176471
29,42.936243701817794,3.2019607843137257
