t,GFP,RFP
1,59.66999999999999,669.0
2,48.0,550.0
3,65.30000000000001,562.3
4,65.0,502.3
5,142.0,620.0
6,214.8,974.2
7,277.6,963.6
8,495.2,1451.8
10,1055.0,3198.2
12,4128.2,7868.0
14,7739.4,15331.8
16,10656.0,15684.2
18,15160.4,22382.55652173913
20,16490.8,28612.238095238095
29,12697.0,23156.6
