t,GFP,RFP
1,0.0,640.0
2,0.0,517.0
3,0.0,426.3
4,0.0,298.3
5,0.0,399.0
6,0.0,946.2
7,0.0,959.6
8,0.0,1402.8
10,0.0,3218.2
12,0.0,7806.0
14,0.0,14549.8
16,0.0,15446.2
18,0.0,24997.42608695652
20,0.0,33448.52380952381
29,0.0,28553.6
