t,GFP,RFP
1,335.66999999999996,697.0
2,441.0,745.0
3,528.3,994.3
4,661.0,1466.3
5,983.0,1757.0
6,1398.8,2810.2
7,1974.6,3869.6
8,3573.2,6296.8
10,6292.0,10326.2
12,9625.2,13392.0
14,11996.4,18277.8
16,14710.0,15902.2
18,15731.4,18204.6
20,17486.8,20811.0
29,11979.0,12548.6
