t,GFP,RFP
1,474.66999999999996,48.0
2,606.0,55.0
3,823.3,133.3
4,984.0,56.30000000000001
5,1248.0,55.0
6,1893.8,205.2
7,2617.6,227.60000000000002
8,5236.2,511.79999999999995
10,10913.0,992.2
12,17289.2,1361.0
14,21244.4,1823.8
16,25548.0,1756.2
18,27327.4,1972.6
20,30639.8,2176.0
29,22937.0,2021.6
