t,GFP,RFP
1,388.66999999999996,482.0
2,508.0,508.0
3,495.3,476.3
4,485.0,541.3
5,697.0,668.0
6,866.8,928.2
7,1071.6,1094.6
8,2436.2,2340.8
10,5355.0,6115.2
12,8788.2,13106.0
14,8852.4,19721.8
16,9618.0,19951.2
18,7653.4,24237.6
20,6996.8,31327.0
29,17456.0,23864.78181818182
