t,GFP,RFP
1,0.0,1.0
2,0.0,1.198300283286119
3,0.0,1.319452313503305
4,0.0,1.8388101983002831
5,0.0,2.0528800755429653
6,0.0,3.3901794145420205
7,0.0,4.422662889518414
8,0.0,7.683474976392824
10,0.0,14.437393767705384
12,0.0,23.67799811142587
14,0.0,33.54655335221908
16,0.0,30.94258734655335
18,0.0,34.984513692162416
20,0.0,40.847472789622785
29,0.0,13.917847025495751
