t,GFP,RFP
1,42.66999999999999,1055.0
2,30.0,1327.0
3,24.30000000000001,1442.3
4,35.0,1968.3
5,42.0,2323.0
6,60.80000000000001,3724.2
7,70.6,4682.6
8,142.2,8626.8
10,291.0,17615.2
12,538.2,27359.0
14,677.4,37661.8
16,928.0,35107.2
18,1053.4,39153.12173913043
20,1348.8,44181.47368421053
29,1077.0,30388.6
