t,GFP,RFP
1,60.66999999999999,601.0
2,55.0,540.0
3,61.30000000000001,569.3
4,49.0,422.3
5,100.0,602.0
6,208.8,580.2
7,244.6,694.6
8,465.2,1249.8
10,890.0,2113.2
12,3055.2,5285.0
14,7173.4,10349.8
16,12230.0,11817.2
18,17679.4,17621.6
20,19198.8,21565.0
29,20238.0,19451.6
