t,GFP,RFP
1,63.66999999999999,954.0
2,62.0,884.0
3,61.30000000000001,734.3
4,54.0,519.3
5,55.0,373.0
6,65.80000000000001,608.2
7,88.6,769.6
8,772.2,2024.8
10,289.0,6145.2
12,947.2,15943.0
14,1079.4,26461.8
16,1083.0,26722.2
18,1043.4,31869.6
20,1070.8,37045.09090909091
29,496.0,33736.171428571426
