t,GFP,RFP
1,53.66999999999999,900.0
2,41.0,1123.0
3,51.30000000000001,1478.3
4,64.0,1881.3
5,67.0,1872.0
6,113.80000000000001,2965.2
7,128.6,3688.6
8,218.2,6328.8
10,443.0,13222.2
12,782.2,22408.0
14,1006.4,31679.8
16,1390.0,29515.2
18,1572.4,34416.6
20,1747.8,40631.23809523809
29,1404.0,30651.6
