,t,GFP,RFP
1,1.5,4.0717429424511025,26.684666065500135
2,2.5,6.939624973868186,2.402540673679712
3,3.5,-11.2065380329636,-0.9854861557575033
4,4.5,3.922025214598719,-4.788048242148043
5,5.5,2.5121686913367034,1.8654875284732004
6,6.5,4.885890790327089,3.7148947165062625
7,7.5,1.086071417634025,157.80625439296455
8,9.0,1.931545566078976,1.6202384449164033
9,11.0,2.0056024811813455,1.9510536826704055
10,13.0,9.985420031501945,3.5106458505714566
11,15.0,46.39453394989314,9.965827413339802
12,17.0,14.523494402340566,2.7002326913049046
13,19.0,14.147355093425666,3.669324649351251
14,24.5,-4.972465640055827,-15.585309754408522
