,t,GFP,RFP
1,1.5,inf,-6.860830654146437
2,2.5,inf,-8.490732283229521
3,3.5,inf,-5.42028269533099
4,4.5,inf,6.799275944528701
5,5.5,inf,1.63832625984039
6,6.5,inf,82.39609198651435
7,7.5,inf,2.834171669816507
8,9.0,inf,2.180121729032931
9,11.0,inf,1.7693786303690102
10,13.0,inf,2.361936759513098
11,15.0,inf,24.177748638977942
12,17.0,inf,2.9742967295830876
13,19.0,inf,4.8657692632300655
14,24.5,inf,-40.24432811690281
