,t,GFP,RFP
1,1.5,3.236010325287351,-3.362634086799192
2,2.5,15.116239523707485,-1.4232564008059168
3,3.5,151.07685300151394,3.243746599823875
4,4.5,1.5928687345512775,2.0889002972884394
5,5.5,0.9555769826037088,3.614910663329078
6,6.5,7.189601761170884,1.960921375761311
7,7.5,1.0751640206275992,1.8702921936324883
8,9.0,1.6044724710527898,2.4914198112609616
9,11.0,3.806065651986685,3.5882751346123394
10,13.0,12.944243642208793,41.02755132555889
11,15.0,-15191.490647000164,-12.944690277810126
12,17.0,-25.078422584495488,-6.643594397575136
13,19.0,14.264645063965753,8.222068738494887
14,24.5,-13.745715019212701,-7.2945851880073596
