,t,GFP,RFP
1,1.5,4.585645133395507,10.758793865939598
2,2.5,10.428078205661262,3.781391902937919
3,3.5,10.595505997220515,6.8371494265095984
4,4.5,4.962303634215816,56.6765808202181
5,5.5,2.3333125693487613,1.8650537494146489
6,6.5,3.9944096554834094,2.5019773874014892
7,7.5,1.2294023757189954,1.2141834297203355
8,9.0,1.945013946605739,2.0425134476753573
9,11.0,2.8419573560047806,2.8055407435644426
10,13.0,6.242890860367086,5.878414392168529
11,15.0,6.856554800620591,-16.365972146279105
12,17.0,22.3411931263112,15.604138291765942
13,19.0,9.884325214173908,7.1886509683042235
14,24.5,17.50677415157275,28.597672758659733
