,t,GFP,RFP
1,1.5,5.349617188302949,9.848527047880268
2,2.5,3.7831355591869746,1.2258889289614843
3,3.5,5.938365859290682,-1.2536987761778424
4,4.5,4.166791207543521,-55.26443342216394
5,5.5,2.1771833746516283,0.7706338757505609
6,6.5,2.5993545122615576,8.176716286363371
7,7.5,1.1298870071075362,0.9781523807902797
8,9.0,2.008657026115733,2.237442922367228
9,11.0,3.117822542890666,4.568184705027419
10,13.0,6.896161485183582,4.880969255418296
11,15.0,7.668515671137702,-37.688192084705264
12,17.0,20.959239770617327,12.238068701151613
13,19.0,12.315773797028772,14.453683072876444
14,24.5,-21.932078511022933,-86.70116884836557
