,t,GFP,RFP
1,1.5,inf,7.33199813699995
2,2.5,inf,12.920611670794559
3,3.5,inf,3.4305057394149467
4,4.5,inf,9.53429508248594
5,5.5,inf,1.9080001196630891
6,6.5,inf,3.2816841617363606
7,7.5,inf,1.4721664526454314
8,9.0,inf,2.4093923784168387
9,11.0,inf,2.9550995157078086
10,13.0,inf,4.12102277282308
11,15.0,inf,-17.689627291282566
12,17.0,inf,11.635010709974187
13,19.0,inf,9.184240248520434
14,24.5,inf,-6.047975924908525
