,t,GFP,RFP
1,1.5,3.9941445325141482,inf
2,2.5,7.303268278916442,inf
3,3.5,7.006823947464248,inf
4,4.5,1.7943790051288457,inf
5,5.5,1.687979359886161,inf
6,6.5,3.972456408085823,inf
7,7.5,1.1711452712974424,inf
8,9.0,2.071777240351858,inf
9,11.0,4.118277346936245,inf
10,13.0,491.1596721330387,inf
11,15.0,-15.351460789651295,inf
12,17.0,-21.569034121518943,inf
13,19.0,7.995688089877297,inf
14,24.5,-10.188217740710733,inf
