,t,GFP,RFP
1,1.5,18.808092879317467,4.145378356404594
2,2.5,5.133512108001241,6.060328923286851
3,3.5,17.000423696479867,3.7383917535917743
4,4.5,2.0027458273013816,3.9294360116886753
5,5.5,2.7504924667940207,2.2612056446933764
6,6.5,47.67491771733716,2.7544210816230796
7,7.5,1.492627702712129,1.502020742795044
8,9.0,3.8104986356206383,2.5960221530002134
9,11.0,3.097458661367066,3.4275121710416103
10,13.0,-27.23035985888895,4.803760549471146
11,15.0,15.366139834251003,-19.819803868812386
12,17.0,56.40741012040742,9.913044632132811
13,19.0,-130.7511820752099,15.112311124923842
14,24.5,35.137819589992816,-19.598448154967475
