,t,GFP,RFP
1,1.5,1.9575370472897755,inf
2,2.5,15.166286079452,inf
3,3.5,3.6670997823006295,inf
4,4.5,1.3372144758763091,inf
5,5.5,1.4844013756623866,inf
6,6.5,3.297775698704678,inf
7,7.5,1.4909732932510882,inf
8,9.0,2.5676360285165285,inf
9,11.0,3.088713290578059,inf
10,13.0,11.585630077656209,inf
11,15.0,50.29484517363916,inf
12,17.0,-673.7050909904583,inf
13,19.0,241.81478808086192,inf
14,24.5,-4.71521825264992,inf
