,t,GFP,RFP
1,1.5,5.025486355235812,-1.6013044484608283
2,2.5,4.682833489476821,0.7588899676171004
3,3.5,4.253478801884805,-0.7614912685516765
4,4.5,2.8294885599081274,1.3019339641075856
5,5.5,1.5219071368247203,6.586437521649175
6,6.5,-18.011783543905658,-22.203661858786322
7,7.5,1.2081252689321071,0.7596693018861371
8,9.0,1.5250528374865637,2.6908841014437623
9,11.0,3.4888001365844112,1.6236820994664996
10,13.0,109.51045093681522,2.3298196809968825
11,15.0,-30.095433866579096,-191.59608611175523
12,17.0,37.18689050223584,2.4601065244031695
13,19.0,26.298356421373697,3.322094656461705
14,24.5,-8.701216273659245,-20.184826549246967
