,t,GFP,RFP
1,1.5,-52.506174040953574,-18.544479169641036
2,2.5,-124.0928268820015,-8.15890397454531
3,3.5,-11.516059952475924,-5.08853915541364
4,4.5,81.90871351792748,-6.62765814165998
5,5.5,7.957818527159125,4.2478935594254
6,6.5,4.273250651537896,7.049907246513594
7,7.5,0.4070589144618405,1.2669353479317653
8,9.0,-1.6064776717594291,1.5962644912967714
9,11.0,1.316476542064374,1.5986714903334904
10,13.0,11.27928020931103,2.864342798531832
11,15.0,440.86819929717376,146.64585288266431
12,17.0,-39.444766382606346,8.127187007167446
13,19.0,56.70218038916382,9.468288129228016
14,24.5,-8.828981423107654,-68.47338308955717
