,t,GFP,RFP
1,1.5,inf,7.797819164949103
2,2.5,inf,10.815750841196746
3,3.5,inf,3.525802733505962
4,4.5,inf,13.032899077129173
5,5.5,inf,1.9614030437001038
6,6.5,inf,-11.105680453567123
7,7.5,inf,1.4225660568723666
8,9.0,inf,2.2699555005720105
9,11.0,inf,2.332282874658227
10,13.0,inf,4.381877158769632
11,15.0,inf,-48.281392659002826
12,17.0,inf,8.643748011291327
13,19.0,inf,8.601202586292372
14,24.5,inf,-12.541369558883583
