,t,GFP,RFP
1,1.5,-14.484256450054872,-13.308826562578313
2,2.5,13.069912663056867,27.337632351771585
3,3.5,-6.520715253346008,-5.163975765589687
4,4.5,1.8151072134524902,4.284352809056823
5,5.5,1.3404392873626967,-37.9026479840746
6,6.5,5.556754876078861,7.498100450282777
7,7.5,1.2745016924397856,1.9435264438118285
8,9.0,2.3412666880056126,3.6207088246219676
9,11.0,1.1678024010518497,1.790894270857808
10,13.0,1.6458568429228912,2.232948261237948
11,15.0,2.615459115662752,11.024154794303595
12,17.0,3.777518235837194,3.614853644678563
13,19.0,16.869622285301123,7.0766492156755785
14,24.5,118.7065722229482,-62.25825520905613
