,t,GFP,RFP
1,1.5,4.853629709216748,26.044801038414498
2,2.5,-48.59152232018368,-21.298729865641572
3,3.5,-59.14025555056426,10.561905294613704
4,4.5,3.1905529898240075,5.938076536560879
5,5.5,4.770038662024621,3.3982867760635744
6,6.5,4.586996280944613,6.2143879085554214
7,7.5,1.0504760769115018,1.1900366767034214
8,9.0,1.9535287057735142,1.633017087981771
9,11.0,2.9584516164536585,1.9186356945895855
10,13.0,198.8518921725078,3.4947100613991195
11,15.0,17.41702939126853,122.78606263510981
12,17.0,-6.342699384677242,7.279603472174272
13,19.0,-16.276417989546527,5.497834113090145
14,24.5,7.0714046282905985,-23.333959830376582
