,t,GFP,RFP
1,1.5,3.659747989263837,12.58899356341044
2,2.5,10.008417640246831,4.020248641919069
3,3.5,8.607689041569719,10.314644787374888
4,4.5,9.42406285100982,-4.112650333491223
5,5.5,1.7742752829607662,1.4255154450625793
6,6.5,26.767173606833243,6.144981556679951
7,7.5,0.8715893668506806,1.0952032230161526
8,9.0,1.8453141883407949,1.698028438687735
9,11.0,5.388925672529247,2.253387959099117
10,13.0,89.22218791303601,3.4923052484651964
11,15.0,-19.06235329875975,-9.39107486753235
12,17.0,-28.084205462811095,3.222356645555616
13,19.0,-19.39760270398436,3.8175286755282465
14,24.5,25.432344470110127,97.52160975639319
