,t,GFP,RFP
1,1.5,3.3106306776926555,-11.504177714667744
2,2.5,-33.07414198521759,17.816950291671002
3,3.5,-53.81446701917534,-10.798515665608301
4,4.5,1.9546930822126742,-13.573143235844428
5,5.5,11.273900707417186,97.78666203338464
6,6.5,1.9449306053687632,4.64788619745142
7,7.5,0.8561208269579684,2.1551828950286374
8,9.0,1.7369111016903136,2.9625198163420845
9,11.0,1.7845549789687054,2.9361122346320094
10,13.0,6.598788780233793,10.550166929601762
11,15.0,11.800853529660365,-7.662628147575833
12,17.0,-42.483387813188344,8.87807119805332
13,19.0,11.992964170358922,5.1488958071532425
14,24.5,-151.88632076376166,86.01381719657503
