,t,GFP,RFP
1,1.5,12.605570884563145,5.089157105410877
2,2.5,18.405639289653795,3.6652482657575036
3,3.5,106.62106412660447,3.811758744609873
4,4.5,5.49667788144878,-177.3344143074096
5,5.5,2.062525774895448,1.3527701784466082
6,6.5,2.148847594369005,2.7994947323177524
7,7.5,1.2531650959153797,1.3657347945597982
8,9.0,2.4491278592518335,2.651680317266087
9,11.0,3.245622345567557,3.8873389431377
10,13.0,6.9911049265540015,4.490116257256569
11,15.0,6.913542293704475,-16.371342747444913
12,17.0,20.930559990405666,10.18480602788567
13,19.0,13.306622401407163,8.815209494814518
14,24.5,-19.38975114838811,-19.033809333177985
