,t,GFP,RFP
1,1.5,2.631512586491357,5.562160622574529
2,2.5,18.70881563220908,-5.092783773538547
3,3.5,5.997420214337469,6.5075067029193665
4,4.5,1.1247866035335323,3.357525576999621
5,5.5,0.9357495551792302,1.2337285179798057
6,6.5,-13.29299772564617,-3.1531112239220227
7,7.5,0.9832800039780544,1.5305676609711163
8,9.0,2.0610480942767557,4.062596413465723
9,11.0,2.6454091803593864,3.8418053049004603
10,13.0,-22.02934553875175,16.028055064648473
11,15.0,-421.8092637539222,-7.376168157167658
12,17.0,-47.447176812799526,4.431699867148735
13,19.0,-64.60172324078158,-348.4215231143241
14,24.5,402.71375381740756,-30.88554712043009
