,t,GFP,RFP
1,1.5,6.074856629014341,8.785809896957286
2,2.5,4.283561232615404,4.15000692937836
3,3.5,-2.2798955364355558,28.292580969678056
4,4.5,2.507783980764294,70.90973135717051
5,5.5,2.4696631069228667,2.89712227729319
6,6.5,5.095900310711037,12.024761987044684
7,7.5,1.3359401292892747,1.6888118635756744
8,9.0,1.8974970038390726,1.6965416884334188
9,11.0,2.972883775326628,2.2867931109220883
10,13.0,25.094130734503402,3.576882268170472
11,15.0,35.186125087342845,108.84967370345889
12,17.0,-11.605296075433362,9.761588246722374
13,19.0,3445.0973990075872,7.315994199918233
14,24.5,182.70825829694897,-13.425378297236183
