,t,GFP,RFP
1,1.5,4.734599860925243,5.220432299298631
2,2.5,14.58294701095762,8.491458873486023
3,3.5,7.285977790539129,5.508294443998775
4,4.5,4.018079773418229,-11.979622148408101
5,5.5,2.0563330564696494,1.360801911098506
6,6.5,2.92521134140548,4.382276011099703
7,7.5,1.1858097375753793,1.479093575046089
8,9.0,2.086024865511405,2.437987106612134
9,11.0,3.085612354234033,3.3934128470847122
10,13.0,5.981252078304445,5.5260629109543045
11,15.0,6.7872996183112315,-14.56832419974998
12,17.0,16.58217183676475,21.176386509858297
13,19.0,10.198008670669953,8.22822195684588
14,24.5,-17.61975292508086,-10.602952749549937
