,t,GFP,RFP
1,1.5,2.7232476296315724,-5.618031121013883
2,2.5,6.938121117435169,2.431864677663503
3,3.5,-13.82600877691125,-1.4145050190195567
4,4.5,1.203912646356679,-4.658496009973357
5,5.5,1.0952951645094153,1.3073192801888938
6,6.5,9.579599989497954,2.657110053196206
7,7.5,1.2401982353642735,9.12395959669801
8,9.0,3.0486473525053364,3.82719743088582
9,11.0,3.242307274238085,5.861172545270443
10,13.0,7.445285274522425,50.365515385879746
11,15.0,25.569172013534892,-4.268460479959128
12,17.0,-24.077505755924737,-6.788736595754886
13,19.0,6.7697923045635635,12.601264302222136
14,24.5,-123.11094075931389,-299.131677430342
