,t,GFP,RFP
1,1.5,4.469722258001419,-4.9781476797320545
2,2.5,-11.552824508583063,7.981825833564595
3,3.5,-18.70092615122678,-8.486823981511353
4,4.5,1.4702529942194256,54.39188354494968
5,5.5,1.234883081751703,1.2261281600827916
6,6.5,9.806682242870348,-33.34008457901993
7,7.5,0.954548128967439,4.1296635318532235
8,9.0,1.3603397691876935,1.8297131141219611
9,11.0,1.4620205830514958,1.8933723351546812
10,13.0,6.606440697455193,3.4873376184195815
11,15.0,16.507897601335838,-35.8349018789045
12,17.0,-39.607287578806066,7.326169859707726
13,19.0,9.233876415278587,5.760449021207641
14,24.5,-102.80153545197237,-39.95277143715605
