,t,GFP,RFP
1,1.5,-6.7357597089998515,-7.441584121578477
2,2.5,4.651909746038947,69.04082401064113
3,3.5,-288.3952980955035,-13.87507633231424
4,4.5,1.4411669309594588,7.238947485330292
5,5.5,2.2489498347647214,2.8550560308671367
6,6.5,3.3641090096414508,-107.1039438240157
7,7.5,1.3922810147786566,2.6494472877384734
8,9.0,1.9872913660177054,2.3076546674527347
9,11.0,1.0473397582206718,1.7506392880851946
10,13.0,2.229442044108591,2.2066702144986716
11,15.0,4.363496231771854,63.63563282111047
12,17.0,3.9505943695209873,4.03802854299657
13,19.0,16.54298125303864,5.7952136129028835
14,24.5,-23.960359343632238,-30.25576099983956
